|Net ID|Course|Film title|Transcoded File Name|Call Num|Order to Process|na|Status of Request|Date needed|Main Feature Language|Subtitles|Library|Prior use|(N/A)|Notes|Request or Decline|Which Course Management System are you using?|Please specify the subtitle language||
7/18/2012 9:40:02|probert3|FTT10101|purple rose of cairo|D00163_The_Purple_Rose_Of_Cairo.mov|D00163|4|4|Completed|10/8/2012|English|No|Yes|Not sure||D00163|Yes - I'll enter titles now|(Sakai - AT was added --- JJH)|||
7/18/2012 9:40:54|probert3|FTT10101|bamboozled|D09566_Bamboozled.mov|D09566|5|5|Completed|10/22/2012|English|No|Yes|No||D09566|Yes - I'll enter titles now|(Sakai - AT was added --- JJH)|||
7/18/2012 9:42:09|probert3|FTT10101|Will and Grace, episode 4, season 2|D07470_Will_And_Grace_S02E04_Whose_Mom_Is_It_Anyway.mov|D07470|4|4|Completed|10/1/2012|English|No|Yes|No||D07470|Yes - I'll enter titles now|(Sakai - AT was added --- JJH)|||
7/18/2012 9:43:37|probert3|FTT10101|sullivan's travels|D06849_Sullivans_Travels_Movie.mov D06849_Sullivans_Travels_Rise_And_Fall.mov|D06849|5|5|Completed|10/29/2012|English|No|Yes|No||D06849 **Include special feature THE RISE AND FALL OF AN AMERICAN DREAMER, in a separate file is possible|Yes - I'll enter titles now|(Sakai - AT was added --- JJH)|||
7/18/2012 9:44:31|probert3|FTT10101|Eight and one Half|D02979_Eight_and_One_Half_ITLAUDIO_ENGLSUBS.mov|D02979|6|6|Completed|11/5/2012|Italian|Yes|Yes|No||D02979|Yes - I'll enter titles now|(Sakai - AT was added --- JJH)|||
7/18/2012 9:47:39|probert3|FTT10101|Man With a Movie Camera|D07929_The_Man_With_The_Movie_Camera.mov|D07929|6|6|Completed|11/1/2012|Russian|Yes|Yes|Not sure||D07929|Yes - I'll enter titles now|(Sakai - AT was added --- JJH)|||
7/18/2012 9:48:28|probert3|FTT10101|Who Framed Roger Rabbit|D08359_Who_Framed_Roger_Rabbit.mov|D08359|6|6|Completed|11/1/2012|English|No|Yes|No||D08359|Yes - I'll enter titles now|(Sakai - AT was added --- JJH)|||
7/18/2012 9:48:51|probert3|FTT10101|time indefinite|D04752_Time_Indefinate.mov|D04752|6|6|Completed|11/1/2012||||Yes|||Yes - I'll enter titles now|(Sakai - AT was added --- JJH)|||
7/18/2012 9:49:37|probert3|FTT10101|Super 8|D09019_Super_8.mov|D09019|6|6|Completed|11/1/2012|English|No|Yes|No||D09019|Yes - I'll enter titles now|(Sakai - AT was added --- JJH)|||
7/19/2012 17:25:00|kibsen|ROSP 37825-01|The Americas (selected chapters)|V00297_Americas_Part2.mov V00297_Americas_Part3.mov V00297_Americas_Part6.mov V00297_Americas_Part7.mov V00297_Americas_Part8.mov V00297_Americas_Part9.mov|V00297|1|1|Completed|Starting with ch. 7 on 8/21/2012||||Yes|||Yes - I'll enter titles now|Concourse |||
7/19/2012 17:41:59|kibsen|ROSP 37825-01|Buried Mirror|V03412_The_Buried_Mirror_Conflict_of_the_Gods_Program2.mov V03412_The_Buried_Mirror_The_Age_of_Gold_Program_3.mov V03412_The_Buried_Mirror_The_Price_of_Freedom_Program_4.mov V03412_The_Buried_Mirror_Unfinished_Business_Program_5.mov|V03412|1|1|Completed|Starting with ch. 2 on 9/20/2012|English|Yes|Yes|Not sure||I requested this for Fall 2012 LLRO-13186-01|Yes - I'll enter titles now|Concourse|||
7/19/2012 17:43:19|kibsen|ROSP 37825-01|The Americas (selected chapters)|V00297_Americas_Part2.mov V00297_Americas_Part3.mov V00297_Americas_Part6.mov V00297_Americas_Part7.mov V00297_Americas_Part8.mov V00297_Americas_Part9.mov|V00297|1|1|Completed|starting ch. 7 on 8/21/12|English|Yes|Yes|Not sure||I requested this item for LLRO-13186-01|Yes - I'll enter titles now|Concourse|||
8/2/2012 15:35:55|amarti20|HIST 30477-01|Danton |D09267_Danton_(FrenchNoSubs).mov and/OR D09267_Danton_(FrenchWithEnglSubs).mov||2|2|Completed|9/1/2012||||Yes|||Yes - I'll enter titles now|Concourse in Sakai|||
8/2/2012 15:38:57|amarti20|HIST 30477-01|Kolberg|D02417_Kolberg.mov|D02417|3|3|Completed|9/15/2012|German|Yes|Yes|No||D 02417|Yes - I'll enter titles now|Concourse in Sakai|English||
8/2/2012 15:39:36|amarti20|HIST 30477-01|Germinal|D01139_Germinal(FrenchWithEnglishSubtitles).mov||4|4|Completed|10/1/2012||||Yes|||Yes - I'll enter titles now|Concourse in Sakai|||
8/2/2012 15:45:34|amarti20|HIST 30477-01|The Leopard / Il gattopardo|D07964_The_Leopard.mov|D07964|5|5|Completed|10/15/2012|Italian|Yes|Yes|No||D 07964|Yes - I'll enter titles now|Concourse in Sakai|English||
8/2/2012 17:09:08|amatos|WR13300-06|The Social Network|D03076_The_Social_Network.mov|D03076|2|2|Completed|9/3/2012|English|Yes|Yes|No||Notre Dame, Hesburgh Library Audio Center DVD (D 03076 )|Yes - I'll enter titles now|Concourse in Sakai|||
8/2/2012 17:11:12|amatos|WR13300-06|The Dark Knight|D05383_The_Dark_Knight.mov|D05383|7|7|Completed|11/25/2012|English|Yes|Yes|No||Notre Dame, Hesburgh Library Audio Center DVD (D 05383 )|Yes - I'll enter titles now|Concourse in Sakai|||
8/2/2012 17:12:21|amatos|WR13300-06|Harry Potter and the sorcerer's stone|D02074_HarryPotterAndTheSorcerersStone.mov|D02074|5|5|Completed|10/5/2012|English|Yes|Yes|No||Notre Dame, Hesburgh Library Audio Center DVD (D 02074 )|Yes - I'll enter titles now|Concourse in Sakai|||
8/2/2012 17:15:29|amatos|WR13300-06|Spider-Man|D05875_Spider-Man.mov|D05875|6|6|Completed|11/12/2012|English|No|Yes|No||Notre Dame, Hesburgh Library Audio Center DVD (D 05875 )|Yes - I'll enter titles now|Concourse in Sakai|||
8/2/2012 17:23:08|amatos|WR13300-06|Will & Grace S01E01 and S02E01|D07470_Will_And_Grace_S01E01_Love_And_Marriage.mov and D07470_Will_And_Grace_S02E01_Whos_Not_Coming_To_Dinner.mov|D07470|2|2|Completed|9/8/2012|English|No|Yes|No||Notre Dame, Hesburgh Library Audio Center DVD (D 07470) S01E01 and S02E01|Yes - I'll enter titles now|Concourse in Sakai|||
8/3/2012 14:26:21|emcclint|SOC 20342|Kramer v Kramer|D08725_Kramer_vs_Kramer.mov||2|2||9/1/2012|English|No|I don't know|Not sure|||Yes - I'll enter titles now|(Sakai - AT was added --- JJH)|||
8/3/2012 14:27:43|emcclint|SOC 20342|Mickey Mouse Monopoly|D06863_Mickey_Mouse_Monopoly.mov||2|2||9/1/2012|English|No|I don't know|No|||Yes - I'll enter titles now|(Sakai - AT was added --- JJH)|||
8/3/2012 14:28:35|emcclint|SOC 20342|Waging a Living|AT LAW LIBRARY||2|2||9/8/2012|English|No|I don't know|No|||Yes - I'll enter titles now|(Sakai - AT was added --- JJH)|||
8/3/2012 14:29:29|emcclint|SOC 20342|The Pill|V02026_The_Pill.mov and/or V04087_The_Pill.mov||2|2||9/10/2012|English|No|I don't know|No|||Yes - I'll enter titles now|(Sakai - AT was added --- JJH)|||
8/3/2012 14:30:20|emcclint|SOC 20342|Let's Get Married|AT ST MARYS||3|3||9/15/2012|English|No|I don't know|No|||Yes - I'll enter titles now|(Sakai - AT was added --- JJH)|||
8/3/2012 14:31:10|emcclint|SOC 20342|Living Old|ELKHART LIBRARY||4|4||10/10/2012|English|No|I don't know|Not sure|||Yes - I'll enter titles now|(Sakai - AT was added --- JJH)|||
8/3/2012 20:10:39|jwarlick|PS20000-01-02|Yesterday, an HBO film |D09376_Yesterday.mov and/or D09376_Yesterday(ZuluWithEnglishSubtitles).mov||4|4||10/11/2012||||Yes|||Yes - I'll enter titles now||||
8/3/2012 20:11:53|jwarlick|PS20000-01-02|Harvest of Shame|D05245_Harvest_of_Shame.mov||4|4||10/13/2012||||Yes|||Yes - I'll enter titles now||||
8/3/2012 20:15:20|jwarlick|PS20000-01-02|The Prinicipal Story (Main Feature)|D09397_The_Principal_Story.mov||6|6||11/1/2012||||Yes|||Yes - I'll enter titles now||||
8/3/2012 20:17:47|jwarlick|PS20000-01-02|The First Grader (Main Feature)|TheFirstGrader_MainFeature.mov||6|6||11/1/2012||||Yes|||Yes - I'll enter titles now||||
8/3/2012 20:19:01|jwarlick|PS20000-01-02|The First Grader (Documentary Short))|TheFirstGrader_DocumentaryShort.mov||6|6||11/1/2012||||Yes|||Yes - I'll enter titles now||||
8/6/2012 12:03:43|emcclint|SOC 43377|The Life and Times of Rosie the Riveter|D03041_The_Life_And_Times_of_Rosie_The_Riveter.mov||1|1|Completed|8/24/2012|English|No|I don't know|No||Please post on Sakai.  Thanks!|Yes - I'll enter titles now|Sakai|||
8/6/2012 16:03:57|emcclint|SOC 43377|Juggling Work and Family|D06625_Juggling_Work_and_Family.mov||1|1|Completed|8/26/2012|English|No|I don't know|No|||Yes - I'll enter titles now|Sakai|||
8/6/2012 16:05:03|emcclint|SOC 43377|Juggling Work and Family|D06625_Juggling_Work_and_Family.mov||1|1|Completed|8/26/2012|English|No|I don't know|Not sure||Sakai, please.|Yes - I'll enter titles now|Sakai|||
8/7/2012 8:12:41|pclauss|||||||||||||||Maybe - not sure||||
8/7/2012 8:14:47|pclauss|||||||||||||||Yes - no titles yet||||
8/7/2012 10:18:06|aguising|POLS 20200 01 |The Fog of War|D05141_The_Fog_of_War.mov|D05141|3|3|Completed|9/23/2012|English|No|Yes|Not sure||Notre Dame, Hesburgh Library Audio Center DVD (D 05141)|Yes - I'll enter titles now|(Sakai - AT was added --- JJH)|||
8/7/2012 10:19:44|aguising|POLS 20200 01 |Thirteen Days |D02710_Thirteen_Days.mov|D02710|3|3|Completed|9/16/2012|English|No|Yes|Not sure||Notre Dame, Hesburgh Library Audio Center DVD (D 02710 )|Yes - I'll enter titles now|(Sakai - AT was added --- JJH)|||
8/7/2012 10:20:52|aguising|POLS 20200 01|Dr. Strangelove|D04393_DrStrangelove.mov||3|3|Completed|9/30/2012||||Yes|||Yes - I'll enter titles now|(Sakai - AT was added --- JJH)|||
8/7/2012 10:25:31|aguising|POLS 20200 01 |Darwin's Nightmare|D06308_Darwins_Nightmare.mov|D06308|4|4|Completed|10/1/2012|English|No|Yes|Not sure||Notre Dame, Hesburgh Library Audio Center DVD (D 06308)|Yes - I'll enter titles now|(Sakai - AT was added --- JJH)|||
8/7/2012 19:50:18|djorza|ROSP 30720-  01|"[""Red and black""] ROJO Y NEGRO (no official English translation yet; DVD available with the book ""Cine y Guerra Civil Española: del mito a la memoria"")"|DP2698M6S26_ROJO_Y_NEGRO.mov||4|4||10/13/2012|Spanish|Yes|Yes|No||Hesburgh Library, General Collection (Available) - DP 269.8 .M6 S26 2006 (In back of the book)|Yes - I'll enter titles now||||
8/7/2012 19:56:46|djorza|ROPS 30720 - 01|Land and Freedom|D04647_Land_And_Freedom.mov|D04647|4|4||10/13/2012|English|Yes|Yes|No||Audio Center, Audio Center DVD (Available) - D 04647|Yes - I'll enter titles now||||
8/7/2012 19:59:14|djorza|ROSP 30720 - 01| | SEE RANK Canciones para después de una guerra [no official English title]|D05571_Canciones_Para_Despues_De_Una_Guerra_SpanishAudio_EnglSubs.mov|D05571|6|6||11/1/2012|Spanish|Yes|Yes|No||Audio Center, Audio Center DVD (Available) - D 05571|Yes - I'll enter titles now|||
8/8/2012 15:49:27|itorranc|CLAS30025|Strauss - Elektra (2006, Metropolitan Opera)|V03791_Elektra_The_Metropolitan_Opera.mov||||On Order|10/2/2012|German|Yes|I don't know|No||I don't think so. I couldn't find this specific version in the catalog. I've asked our librarian David Sullivan to order a copy. He is out of the office until August 15th.|Yes - I'll enter titles now||||
8/7/2012 20:04:32|djorza|ROSP 30720 - 01|[The Executioner] / El verdugo|D01122_El_Verdugo_The_Executioner.mov|D01122|7|7||11/16/2012|Spanish|Yes|Yes|No||D 01122|Yes - I'll enter titles now||||
8/8/2012 15:21:18|itorranc|CLAS30025|The Others (Amenabar)|Others.mov||1|1|Completed|8/21/2012||||Yes|||Yes - I'll enter titles now|Concourse|||
8/8/2012 15:23:05|itorranc|CLAS30025|Iphigenia (Cacoyannis)|Iphigenia.mov||2|2||9/11/2012||||Yes|||Yes - I'll enter titles now|Concourse|||
8/8/2012 15:25:37|itorranc|CLAS30025|O brother where art thou (Coen brothers)|OBrotherWhereArtThou.mov||2|2||9/11/2012||||Yes|||Yes - I'll enter titles now|Concourse|||
8/8/2012 15:26:59|itorranc|CLAS30025|300 (Zack Synder)|300.mov||2|2||9/11/2012||||Yes|||Yes - I'll enter titles now|Concourse|||
8/8/2012 15:27:59|itorranc|CLAS30025|Oedipus Rex (Edipo Re), Pasolini|OedipusRex.mov||2|2||9/11/2012||||Yes|||Yes - I'll enter titles now|Concourse|||
8/8/2012 15:28:41|itorranc|CLAS30025|Troy (Wolfgang Petersen)|Troy.mov||2|2||9/11/2012||||Yes|||Yes - I'll enter titles now|Concourse|||
8/8/2012 15:33:23|itorranc|CLAS30025|Antigone (Yorgos Javellas)|D09833_Antigone.mov||||On Order|10/2/2012|Greek (please use English subtitles)|Yes|No|Not sure||I have asked our librarian David Sullivan to order a copy. He is out of the office until August 15th.|Yes - I'll enter titles now||||
8/13/2012 15:44:42|mwilkens|||||||||||||||Maybe - not sure|Concourse in Sakai|||
8/13/2012 16:37:54|mkunicki|HIST 30990 - 01|All Quiet on the Western Front|AllQuietOnTheWesternFront.mov||1|1|Completed|8/21/2012||||Yes|||Yes - I'll enter titles now|Concourse|||
8/13/2012 16:40:33|mkunicki|HIST 30990 - 01|Bataan|Bataan.mov||1|1|Completed|8/21/2012||||Yes|||Yes - I'll enter titles now|Concourse|||
8/13/2012 16:42:19|mkunicki|HIST 30990 - 01|Decision Before Down|DecisionBeforeDawn.mov||1|1|Completed|8/21/2012||||Yes|||Yes - I'll enter titles now|Concourse|||
8/13/2012 16:43:54|mkunicki|HIST 30990 - 01|The Dam Busters|DamBusters.mov||1|1|Completed|8/21/2012||||Yes|||Yes - I'll enter titles now|Concourse|||
8/13/2012 16:46:37|mkunicki|HIST 30990 - 01|The Burmese Harp + Biruma no tategato|BurmeseHarp.mov||1|1|Completed|8/21/2012||||Yes|||Yes - I'll enter titles now|Concourse|||
8/13/2012 16:52:04|mkunicki|HIST 30990 - 01|Devils on the Doorstep + Gui zi lai le|DevilsOnTheDoorstep.mov||1|1|Completed|8/21/2012||||Yes|||Yes - I'll enter titles now|Concourse|||
8/13/2012 16:56:05|mkunicki|HIST 30990 - 01|Kanal + Kanal|Kanal.mov||1|1|Completed|8/21/2012||||Yes|||Yes - I'll enter titles now|Concourse|||
8/13/2012 16:57:52|mkunicki|HIST 30990 - 01|Paisa + Paisa|Paisan.mov||1|1|Completed|8/21/2012||||Yes|||Yes - I'll enter titles now|Concourse|||
8/13/2012 16:58:48|mkunicki|HIST 30990 - 01|Bataan|Bataan.mov||1|1|Completed|8/21/2012||||Yes|||Yes - I'll enter titles now|Concourse|||
8/13/2012 17:01:04|mkunicki|HIST 30990 - 01|Ivan's Childhood + Ivanovo detstvo|IvansChildhood.mov||1|1|Completed|8/21/2012||||Yes|||Yes - I'll enter titles now|Concourse|||
8/13/2012 17:05:47|mkunicki|HIST 30990 - 01|Come and See + Idi i smotri|ComeAndSee.mov||1|1|Completed|8/21/2012||||Yes|||Yes - I'll enter titles now|Concourse|||
8/13/2012 17:09:32|mkunicki|HIST 30990 - 01|Army of Shadows + L'armee des ombres |ArmyOfShadows.mov||1|1|Completed|8/21/2012||||Yes|||Yes - I'll enter titles now|Concourse|||
8/13/2012 17:12:03|mkunicki|HIST 30990 - 01|Lacombe, Lucien + Lacombe, Lucien|LacombeLucien.mov||1|1|Completed|8/21/2012||||Yes|||Yes - I'll enter titles now|Concourse|||
8/13/2012 17:14:25|mkunicki|HIST 30990 - 01|The Marriage of Maria Braun + Die Ehe der Maria Braun|MarriageOfMariaBraun.mov||1|1|Completed|8/21/2012||||Yes|||Yes - I'll enter titles now|Concourse|||
8/13/2012 17:18:07|mkunicki|HIST 30990 - 01|In Darkness + W ciemnosci|D09834_In_Darkness.mov||1|1|Completed|8/21/2012|Polish|Yes|Yes|No||D 09834 AV|Yes - I'll enter titles now|Concourse|English||
8/13/2012 21:45:34|gameriks|ROP 20237-01 and 02|Machuca|Machuca(SpanishNoSubtitles).mov and/or Machuca(SpanishWithEnglishSubtitles).mov|||||10/03/12-10/26/12||||Yes|||Yes - I'll enter titles now|Both Concourse and Concourse in Sakai|||
8/13/2012 21:49:14|gameriks|ROSP 20237 01- 02|Innocent Voices|D04828_VocesInocentes_InnocentVoices(SpanishWithEnglishSubtitles).mov|||||11/12/12-11/28/12||||Yes|||Yes - I'll enter titles now|Both Concourse and Concourse in Sakai|||
8/13/2012 22:03:03|gameriks|ROSP 30320 01-02|Butterfly/ Butterfly Tongues (La lengua de las mariposas)|D02188_La_Lengua_De_Las_Mariposas_Butterfly.mov|||||10/5/12- 10/29/12|Spanish (with English subtitles)|Yes|Yes|No||C965-2DVD|Yes - I'll enter titles now|Both Concourse and Concourse in Sakai|English||
8/13/2012 22:04:33|gameriks|ROSP 30320 01-02|Poniente|Poniente.mov|||||10/5/12- 10/29/12||||Yes|||Yes - I'll enter titles now|Both Concourse and Concourse in Sakai|||
8/14/2012 1:34:35|adinega|||||||||||||||Not this semester|Concourse|||
